
April 13th 09:41:

train with FocalLoss+ weight, dropput 0.2:

[c-xwu000:OvarianCancer]#/home/hxie1/anaconda3/bin/python  /home/hxie1/Projects/OvarianCancer/TrainSegV.py /home/hxie1/temp_netParameters/OvarianCancer /home/hxie1/data/OvarianCancerCT/Extract_uniform/trainImages /home/hxie1/data/OvarianCancerCT/Extract_uniform/trainLabels

Program starting Time:  2019-04-12 16:31:54.787057
Info: netPath = /home/hxie1/temp_netParameters/OvarianCancer

Building the Segmented Slice Tuple list, please waiting......
Directory of /home/hxie1/data/OvarianCancerCT/Extract_uniform/trainLabels has 441 segmented slices.
Input:  batchSize=64, depth=21, height=281, width=281, NumClassfication=4

Building the Segmented Slice Tuple list, please waiting......
Directory of /home/hxie1/data/OvarianCancerCT/Extract_uniform/testLabels has 141 segmented slices.
Input:  batchSize=64, depth=21, height=281, width=281, NumClassfication=4

Network has total 12854479 parameters.
Info: network dropout rate = 0.2
Network trains from scratch.

====================Net Architecture===========================
----------------------------------------------------------------
        Layer (type)               Output Shape         Param #
================================================================
            Conv3d-1      [-1, 32, 9, 139, 139]           4,032
       BatchNorm3d-2      [-1, 32, 9, 139, 139]              64
         Dropout3d-3      [-1, 32, 9, 139, 139]               0
            Conv3d-4        [-1, 64, 3, 69, 69]          92,224
       BatchNorm3d-5        [-1, 64, 3, 69, 69]             128
         Dropout3d-6        [-1, 64, 3, 69, 69]               0
            Conv3d-7       [-1, 128, 1, 33, 33]         614,528
       BatchNorm3d-8       [-1, 128, 1, 33, 33]             256
         Dropout3d-9       [-1, 128, 1, 33, 33]               0
           Conv2d-10          [-1, 256, 15, 15]         819,456
      BatchNorm2d-11          [-1, 256, 15, 15]             512
        Dropout2d-12          [-1, 256, 15, 15]               0
           Conv2d-13            [-1, 512, 7, 7]       1,180,160
      BatchNorm2d-14            [-1, 512, 7, 7]           1,024
        Dropout2d-15            [-1, 512, 7, 7]               0
           Conv2d-16            [-1, 512, 3, 3]       2,359,808
      BatchNorm2d-17            [-1, 512, 3, 3]           1,024
        Dropout2d-18            [-1, 512, 3, 3]               0
  ConvTranspose2d-19            [-1, 512, 7, 7]       2,359,808
      BatchNorm2d-20            [-1, 512, 7, 7]           1,024
        Dropout2d-21            [-1, 512, 7, 7]               0
  ConvTranspose2d-22          [-1, 256, 15, 15]       2,359,552
      BatchNorm2d-23          [-1, 256, 15, 15]             512
        Dropout2d-24          [-1, 256, 15, 15]               0
  ConvTranspose2d-25          [-1, 128, 33, 33]       1,638,528
      BatchNorm2d-26          [-1, 128, 33, 33]             256
        Dropout2d-27          [-1, 128, 33, 33]               0
  ConvTranspose3d-28        [-1, 64, 3, 69, 69]       1,228,864
      BatchNorm3d-29        [-1, 64, 3, 69, 69]             128
        Dropout3d-30        [-1, 64, 3, 69, 69]               0
  ConvTranspose3d-31      [-1, 32, 9, 139, 139]         184,352
      BatchNorm3d-32      [-1, 32, 9, 139, 139]              64
        Dropout3d-33      [-1, 32, 9, 139, 139]               0
  ConvTranspose3d-34      [-1, 1, 21, 281, 281]           8,001
      BatchNorm3d-35      [-1, 1, 21, 281, 281]               2
        Dropout3d-36      [-1, 1, 21, 281, 281]               0
           Conv2d-37          [-1, 4, 281, 281]             172
================================================================
Total params: 12,854,479
Trainable params: 12,854,479
Non-trainable params: 0
----------------------------------------------------------------
Input size (MB): 6.33
Forward/backward pass size (MB): 347.20
Params size (MB): 49.04
Estimated Total Size (MB): 402.56
----------------------------------------------------------------
===================End of Net Architecture =====================

Info: program will use 4 GPUs.
Hints: Test Dice_0 is the dice coeff for all non-zero labels
Hints: Test Dice_1 is for primary cancer(green), test Dice_2 is for metastasis(yellow), and test Dice_3 is for invaded lymph node(brown).
Hints: Test TPR_0 is the TPR for all non-zero labels
Hints: Test TPR_1 is for primary cancer(green), TPR_2 is for metastasis(yellow), and TPR_3 is for invaded lymph node(brown).

Epoch 	 TrainingLoss 	 TestLoss 	 Dice_0	Dice_1	Dice_2	Dice_3 	 TPR_0	TPR_1	TPR_2	TPR_3
152 	 0.1454 	 0.4553 	 0.240	0.558	0.190	0.016 	 0.927	0.855	0.838	0.138
153 	 0.1575 	 0.4781 	 0.245	0.560	0.195	0.013 	 0.931	0.863	0.836	0.098
154 	 0.1653 	 0.5552 	 0.242	0.559	0.185	0.010 	 0.931	0.814	0.856	0.067
155 	 0.1664 	 0.5883 	 0.235	0.566	0.184	0.009 	 0.939	0.857	0.839	0.123
156 	 0.2025 	 0.5892 	 0.211	0.526	0.149	0.008 	 0.954	0.867	0.770	0.120
157 	 0.2070 	 0.6063 	 0.217	0.503	0.162	0.002 	 0.938	0.847	0.846	0.016
158 	 0.1730 	 0.6040 	 0.231	0.531	0.177	0.001 	 0.926	0.844	0.863	0.005
159 	 0.1783 	 0.5917 	 0.232	0.569	0.174	0.001 	 0.920	0.884	0.832	0.005
160 	 0.1987 	 0.5376 	 0.230	0.582	0.173	0.006 	 0.918	0.909	0.702	0.073
161 	 0.1802 	 0.5148 	 0.233	0.571	0.177	0.011 	 0.925	0.923	0.654	0.235
162 	 0.1886 	 0.4684 	 0.243	0.601	0.193	0.010 	 0.914	0.872	0.752	0.218
163 	 0.1728 	 0.4764 	 0.250	0.602	0.203	0.008 	 0.910	0.866	0.812	0.131
164 	 0.1566 	 0.4925 	 0.242	0.600	0.192	0.007 	 0.934	0.894	0.824	0.102
165 	 0.1543 	 0.5022 	 0.238	0.593	0.194	0.008 	 0.935	0.894	0.829	0.099
166 	 0.1575 	 0.5005 	 0.233	0.582	0.193	0.011 	 0.944	0.911	0.804	0.174
167 	 0.1566 	 0.5082 	 0.239	0.585	0.195	0.010 	 0.936	0.920	0.796	0.152
168 	 0.1453 	 0.5345 	 0.244	0.592	0.191	0.007 	 0.931	0.916	0.817	0.088
169 	 0.1660 	 0.5944 	 0.244	0.584	0.184	0.002 	 0.927	0.919	0.788	0.020
170 	 0.1455 	 0.6376 	 0.248	0.592	0.183	0.000 	 0.919	0.913	0.788	0.000
171 	 0.2703 	 0.7053 	 0.221	0.558	0.163	0.000 	 0.938	0.843	0.869	0.000
172 	 0.2356 	 0.6961 	 0.225	0.526	0.165	0.000 	 0.929	0.796	0.835	0.000
173 	 0.1934 	 0.6382 	 0.222	0.526	0.170	0.000 	 0.942	0.820	0.864	0.000
174 	 0.1878 	 0.5883 	 0.223	0.515	0.180	0.002 	 0.947	0.814	0.842	0.016
175 	 0.2015 	 0.5574 	 0.224	0.526	0.176	0.007 	 0.935	0.874	0.755	0.065
176 	 0.1980 	 0.4905 	 0.218	0.533	0.185	0.019 	 0.940	0.884	0.739	0.322
177 	 0.1794 	 0.4854 	 0.222	0.546	0.194	0.020 	 0.940	0.892	0.788	0.360
178 	 0.1881 	 0.4797 	 0.226	0.554	0.185	0.021 	 0.937	0.909	0.754	0.324
179 	 0.2999 	 0.5074 	 0.218	0.560	0.169	0.011 	 0.948	0.918	0.799	0.200
180 	 0.2161 	 0.4564 	 0.217	0.591	0.173	0.013 	 0.938	0.842	0.810	0.240
181 	 0.2141 	 0.4351 	 0.217	0.593	0.170	0.014 	 0.937	0.853	0.811	0.280
182 	 0.1840 	 0.4655 	 0.222	0.575	0.175	0.021 	 0.941	0.869	0.820	0.280
183 	 0.1763 	 0.4848 	 0.233	0.568	0.189	0.025 	 0.934	0.862	0.826	0.232
184 	 0.1538 	 0.5180 	 0.236	0.576	0.177	0.020 	 0.931	0.908	0.767	0.154
185 	 0.1704 	 0.5308 	 0.235	0.582	0.168	0.016 	 0.929	0.913	0.759	0.096
186 	 0.1450 	 0.5212 	 0.236	0.583	0.170	0.015 	 0.923	0.887	0.789	0.081
187 	 0.1540 	 0.5331 	 0.242	0.581	0.182	0.012 	 0.911	0.885	0.794	0.064
188 	 0.1417 	 0.5614 	 0.243	0.578	0.180	0.009 	 0.909	0.900	0.778	0.040
189 	 0.1600 	 0.5775 	 0.242	0.579	0.180	0.005 	 0.914	0.891	0.803	0.020
190 	 0.1341 	 0.5739 	 0.247	0.590	0.180	0.001 	 0.905	0.894	0.792	0.005
191 	 0.1585 	 0.5820 	 0.243	0.571	0.184	0.006 	 0.905	0.883	0.793	0.028
192 	 0.1488 	 0.5744 	 0.243	0.569	0.181	0.006 	 0.900	0.866	0.764	0.042
193 	 0.1477 	 0.5872 	 0.246	0.568	0.187	0.007 	 0.886	0.869	0.761	0.050
194 	 0.1558 	 0.6175 	 0.247	0.571	0.184	0.008 	 0.892	0.887	0.757	0.051
195 	 0.1541 	 0.6204 	 0.245	0.580	0.172	0.006 	 0.901	0.886	0.763	0.031
196 	 0.1435 	 0.6167 	 0.244	0.562	0.175	0.005 	 0.910	0.874	0.783	0.028
197 	 0.1712 	 0.5686 	 0.242	0.556	0.177	0.009 	 0.915	0.874	0.765	0.076
198 	 0.1477 	 0.5675 	 0.244	0.574	0.180	0.009 	 0.916	0.907	0.732	0.102
199 	 0.1315 	 0.5801 	 0.247	0.574	0.185	0.007 	 0.906	0.878	0.773	0.085
200 	 0.1257 	 0.6257 	 0.242	0.559	0.183	0.007 	 0.910	0.884	0.791	0.073
201 	 0.1476 	 0.6619 	 0.241	0.566	0.175	0.004 	 0.910	0.905	0.783	0.036
202 	 0.1292 	 0.6709 	 0.242	0.563	0.178	0.001 	 0.910	0.885	0.805	0.005
203 	 0.1284 	 0.7156 	 0.248	0.576	0.182	0.000 	 0.904	0.910	0.789	0.000
204 	 0.1231 	 0.7016 	 0.245	0.576	0.180	0.000 	 0.913	0.908	0.795	0.000
205 	 0.1319 	 0.6911 	 0.246	0.557	0.183	0.000 	 0.911	0.881	0.802	0.000
206 	 0.1296 	 0.7018 	 0.249	0.544	0.185	0.000 	 0.911	0.859	0.794	0.000
207 	 0.1330 	 0.7292 	 0.247	0.535	0.184	0.000 	 0.909	0.873	0.778	0.000
208 	 0.1328 	 0.7457 	 0.246	0.523	0.191	0.000 	 0.920	0.859	0.821	0.000
209 	 0.1239 	 0.7543 	 0.249	0.538	0.187	0.000 	 0.915	0.875	0.802	0.000
210 	 0.1242 	 0.7576 	 0.252	0.541	0.189	0.000 	 0.908	0.850	0.814	0.000
211 	 0.1140 	 0.7656 	 0.251	0.552	0.182	0.000 	 0.905	0.868	0.800	0.000
212 	 0.1182 	 0.7751 	 0.247	0.558	0.174	0.000 	 0.914	0.871	0.807	0.000
213 	 0.2149 	 0.6164 	 0.247	0.566	0.176	0.002 	 0.892	0.875	0.794	0.011
214 	 0.1490 	 0.5703 	 0.245	0.572	0.174	0.005 	 0.893	0.889	0.790	0.029
215 	 0.1282 	 0.5667 	 0.243	0.585	0.170	0.005 	 0.906	0.911	0.791	0.026
216 	 0.1246 	 0.5712 	 0.246	0.557	0.183	0.006 	 0.908	0.861	0.839	0.026
217 	 0.2037 	 0.4880 	 0.234	0.543	0.185	0.016 	 0.934	0.892	0.799	0.228
218 	 0.1484 	 0.4843 	 0.226	0.549	0.185	0.015 	 0.947	0.909	0.793	0.400
219 	 0.1454 	 0.4928 	 0.226	0.541	0.182	0.015 	 0.944	0.890	0.799	0.373
220 	 0.1312 	 0.4885 	 0.231	0.539	0.186	0.014 	 0.935	0.886	0.795	0.337
221 	 0.1238 	 0.5080 	 0.238	0.538	0.191	0.011 	 0.923	0.875	0.812	0.188
222 	 0.1421 	 0.5085 	 0.242	0.538	0.195	0.010 	 0.917	0.849	0.834	0.127
223 	 0.1303 	 0.5175 	 0.241	0.561	0.184	0.009 	 0.924	0.876	0.818	0.110
224 	 0.1355 	 0.5203 	 0.235	0.557	0.180	0.010 	 0.941	0.874	0.837	0.128
225 	 0.1275 	 0.5255 	 0.241	0.553	0.188	0.009 	 0.938	0.859	0.856	0.113
226 	 0.1218 	 0.5437 	 0.245	0.562	0.182	0.008 	 0.932	0.874	0.830	0.082
227 	 0.1369 	 0.5325 	 0.239	0.566	0.184	0.008 	 0.922	0.880	0.834	0.087
228 	 0.1396 	 0.5536 	 0.229	0.578	0.173	0.008 	 0.920	0.907	0.808	0.084
229 	 0.1416 	 0.5847 	 0.229	0.564	0.177	0.007 	 0.930	0.879	0.848	0.062
230 	 0.1264 	 0.6338 	 0.234	0.551	0.178	0.001 	 0.930	0.870	0.843	0.011
231 	 0.1346 	 0.6906 	 0.240	0.545	0.181	0.001 	 0.928	0.867	0.835	0.005
232 	 0.1271 	 0.7071 	 0.247	0.563	0.180	0.000 	 0.919	0.889	0.806	0.000
233 	 0.1259 	 0.7025 	 0.247	0.575	0.175	0.000 	 0.913	0.896	0.806	0.000
234 	 0.1222 	 0.7153 	 0.245	0.588	0.166	0.000 	 0.914	0.909	0.787	0.000
235 	 0.1284 	 0.7222 	 0.250	0.581	0.175	0.000 	 0.910	0.893	0.804	0.000
236 	 0.1174 	 0.7569 	 0.249	0.566	0.177	0.000 	 0.922	0.869	0.824	0.000
237 	 0.1796 	 0.6954 	 0.215	0.541	0.150	0.004 	 0.959	0.873	0.867	0.042
238 	 0.1718 	 0.6902 	 0.211	0.554	0.146	0.002 	 0.952	0.905	0.833	0.022
239 	 0.1592 	 0.6769 	 0.226	0.552	0.165	0.001 	 0.936	0.920	0.853	0.003
240 	 0.1627 	 0.6430 	 0.239	0.557	0.184	0.002 	 0.924	0.947	0.801	0.019
241 	 0.1681 	 0.5856 	 0.240	0.576	0.190	0.005 	 0.920	0.921	0.833	0.048
242 	 0.1735 	 0.5782 	 0.235	0.579	0.172	0.004 	 0.914	0.891	0.809	0.043
243 	 0.1763 	 0.6425 	 0.244	0.592	0.183	0.001 	 0.892	0.796	0.820	0.012
244 	 0.1852 	 0.6675 	 0.252	0.566	0.191	0.000 	 0.887	0.781	0.846	0.000
245 	 0.1487 	 0.6491 	 0.252	0.541	0.187	0.000 	 0.886	0.812	0.834	0.000
246 	 0.1521 	 0.5740 	 0.242	0.545	0.187	0.006 	 0.901	0.877	0.779	0.051
247 	 0.1735 	 0.5572 	 0.241	0.538	0.191	0.009 	 0.918	0.860	0.809	0.082
248 	 0.1368 	 0.5688 	 0.244	0.547	0.188	0.011 	 0.905	0.866	0.795	0.098
249 	 0.1275 	 0.6145 	 0.259	0.558	0.198	0.009 	 0.883	0.858	0.785	0.064
250 	 0.1260 	 0.6546 	 0.253	0.543	0.192	0.003 	 0.887	0.853	0.801	0.016
251 	 0.1261 	 0.7445 	 0.247	0.540	0.182	0.000 	 0.903	0.887	0.786	0.000
252 	 0.1244 	 0.7127 	 0.246	0.527	0.181	0.000 	 0.908	0.862	0.803	0.000


April 17th, 08:48am, 2019

Summary:
1  after 261 epochs, rotation data augmentation didn't improve dice of primary, but it improved the sensitivity and dice of lymph node;
2  rotation data augmentation alleviates the overfitting;
3  I will let it run more time to see what happen next;

===========================================================


(base) [c-xwu000:OvarianCancer]#/home/hxie1/anaconda3/bin/python  /home/hxie1/Projects/OvarianCancer/TrainSegV.py /home/hxie1/temp_netParameters/OvarianCancer /home/hxie1/data/OvarianCancerCT/Extract_uniform/trainImages /home/hxie1/data/OvarianCancerCT/Extract_uniform/trainLabels 2D

Program starting Time:  2019-04-16 18:18:14.675838
Info: netPath = /home/hxie1/temp_netParameters/OvarianCancer

Building the Segmented Slice Tuple list, please waiting......
Directory of /home/hxie1/data/OvarianCancerCT/Extract_uniform/trainLabels has 441 segmented slices.
Building the Segmented Slice Tuple list, please waiting......
Directory of /home/hxie1/data/OvarianCancerCT/Extract_uniform/testLabels has 141 segmented slices.
Info: program uses 2D input.
TrainData Input:  batchSize=64, depth=1, height=281, width=281, NumClassfication=4

TestData Input:  batchSize=64, depth=1, height=281, width=281, NumClassfication=4

Network has total 11442945 parameters.
Info: network dropout rate = 0.3
Network trains from scratch.

====================Net Architecture===========================
----------------------------------------------------------------
        Layer (type)               Output Shape         Param #
================================================================
            Conv2d-1         [-1, 32, 139, 139]             832
       BatchNorm2d-2         [-1, 32, 139, 139]              64
         Dropout2d-3         [-1, 32, 139, 139]               0
            Conv2d-4           [-1, 64, 69, 69]          18,496
       BatchNorm2d-5           [-1, 64, 69, 69]             128
         Dropout2d-6           [-1, 64, 69, 69]               0
            Conv2d-7          [-1, 128, 33, 33]         204,928
       BatchNorm2d-8          [-1, 128, 33, 33]             256
         Dropout2d-9          [-1, 128, 33, 33]               0
           Conv2d-10          [-1, 256, 15, 15]         819,456
      BatchNorm2d-11          [-1, 256, 15, 15]             512
        Dropout2d-12          [-1, 256, 15, 15]               0
           Conv2d-13            [-1, 512, 7, 7]       1,180,160
      BatchNorm2d-14            [-1, 512, 7, 7]           1,024
        Dropout2d-15            [-1, 512, 7, 7]               0
           Conv2d-16            [-1, 512, 3, 3]       2,359,808
      BatchNorm2d-17            [-1, 512, 3, 3]           1,024
        Dropout2d-18            [-1, 512, 3, 3]               0
  ConvTranspose2d-19            [-1, 512, 7, 7]       2,359,808
      BatchNorm2d-20            [-1, 512, 7, 7]           1,024
        Dropout2d-21            [-1, 512, 7, 7]               0
  ConvTranspose2d-22          [-1, 256, 15, 15]       2,359,552
      BatchNorm2d-23          [-1, 256, 15, 15]             512
        Dropout2d-24          [-1, 256, 15, 15]               0
  ConvTranspose2d-25          [-1, 128, 33, 33]       1,638,528
      BatchNorm2d-26          [-1, 128, 33, 33]             256
        Dropout2d-27          [-1, 128, 33, 33]               0
  ConvTranspose2d-28           [-1, 64, 69, 69]         409,664
      BatchNorm2d-29           [-1, 64, 69, 69]             128
        Dropout2d-30           [-1, 64, 69, 69]               0
  ConvTranspose2d-31         [-1, 32, 139, 139]          36,896
      BatchNorm2d-32         [-1, 32, 139, 139]              64
        Dropout2d-33         [-1, 32, 139, 139]               0
  ConvTranspose2d-34         [-1, 31, 281, 281]          49,631
      BatchNorm2d-35         [-1, 31, 281, 281]              62
        Dropout2d-36         [-1, 31, 281, 281]               0
           Conv2d-37          [-1, 4, 281, 281]             132
================================================================
Total params: 11,442,945
Trainable params: 11,442,945
Non-trainable params: 0
----------------------------------------------------------------
Input size (MB): 0.30
Forward/backward pass size (MB): 110.96
Params size (MB): 43.65
Estimated Total Size (MB): 154.91
----------------------------------------------------------------
===================End of Net Architecture =====================

Info: program will use 4 GPUs.
Hints: Test Dice_0 is the dice coeff for all non-zero labels
Hints: Test Dice_1 is for primary cancer(green), test Dice_2 is for metastasis(yellow), and test Dice_3 is for invaded lymph node(brown).
Hints: Test TPR_0 is the TPR for all non-zero labels
Hints: Test TPR_1 is for primary cancer(green), TPR_2 is for metastasis(yellow), and TPR_3 is for invaded lymph node(brown).

Epoch 	 TrainingLoss 	 TestLoss 	 Dice_0	Dice_1	Dice_2	Dice_3 	 TPR_0	TPR_1	TPR_2	TPR_3
0 	 0.7874 	 0.7828 	 0.066	0.000	0.039	0.000 	 1.000	0.000	0.998	0.000
1 	 0.7356 	 0.7789 	 0.066	0.000	0.039	0.000 	 1.000	0.000	0.995	0.000
2 	 0.7131 	 0.7659 	 0.073	0.021	0.046	0.000 	 1.000	0.019	0.995	0.000
3 	 0.6947 	 0.7315 	 0.084	0.186	0.044	0.000 	 1.000	0.331	0.682	0.000
4 	 0.6512 	 0.6876 	 0.103	0.314	0.038	0.000 	 0.994	0.686	0.387	0.000
5 	 0.6370 	 0.6682 	 0.111	0.341	0.025	0.000 	 0.998	0.861	0.224	0.027
6 	 0.6237 	 0.6317 	 0.125	0.393	0.019	0.001 	 0.990	0.966	0.144	0.129
7 	 0.6009 	 0.5794 	 0.141	0.484	0.017	0.003 	 0.993	0.945	0.127	0.122
8 	 0.5925 	 0.5912 	 0.146	0.441	0.028	0.006 	 0.983	0.955	0.166	0.033
9 	 0.5600 	 0.8108 	 0.132	0.349	0.016	0.000 	 0.977	0.948	0.075	0.000
10 	 0.5726 	 0.5231 	 0.188	0.505	0.096	0.003 	 0.588	0.665	0.309	0.010
11 	 0.5930 	 0.5161 	 0.168	0.461	0.104	0.005 	 0.779	0.590	0.587	0.044
12 	 0.5301 	 0.4709 	 0.179	0.512	0.111	0.014 	 0.800	0.674	0.596	0.099
13 	 0.5015 	 0.4990 	 0.171	0.512	0.075	0.014 	 0.921	0.805	0.546	0.064
14 	 0.5445 	 0.4658 	 0.162	0.484	0.067	0.018 	 0.961	0.810	0.515	0.111
15 	 0.5179 	 0.5236 	 0.156	0.446	0.071	0.001 	 0.974	0.858	0.551	0.015
16 	 0.5078 	 0.4511 	 0.160	0.490	0.078	0.005 	 0.975	0.830	0.583	0.084
17 	 0.4841 	 0.4483 	 0.164	0.474	0.060	0.009 	 0.967	0.838	0.380	0.197
18 	 0.4925 	 0.4349 	 0.200	0.499	0.083	0.011 	 0.864	0.785	0.260	0.414
19 	 0.5025 	 0.4275 	 0.194	0.496	0.090	0.014 	 0.879	0.708	0.427	0.295
20 	 0.4851 	 0.4196 	 0.183	0.519	0.100	0.003 	 0.899	0.715	0.624	0.038
21 	 0.4926 	 0.4402 	 0.197	0.477	0.117	0.021 	 0.858	0.557	0.666	0.048
22 	 0.4607 	 0.4291 	 0.193	0.526	0.095	0.013 	 0.882	0.651	0.499	0.269
23 	 0.4689 	 0.4104 	 0.183	0.549	0.075	0.012 	 0.939	0.747	0.331	0.802
24 	 0.4686 	 0.4167 	 0.185	0.547	0.091	0.008 	 0.946	0.750	0.366	0.479
25 	 0.4162 	 0.4460 	 0.190	0.547	0.100	0.008 	 0.939	0.768	0.403	0.511
26 	 0.3952 	 0.4500 	 0.187	0.547	0.090	0.009 	 0.942	0.784	0.424	0.452
27 	 0.4041 	 0.4063 	 0.204	0.544	0.089	0.014 	 0.938	0.791	0.380	0.513
28 	 0.4396 	 0.4130 	 0.191	0.518	0.077	0.012 	 0.954	0.819	0.297	0.528
29 	 0.4051 	 0.4642 	 0.209	0.514	0.086	0.012 	 0.955	0.824	0.317	0.315
30 	 0.4238 	 0.4444 	 0.217	0.519	0.089	0.029 	 0.904	0.809	0.303	0.315
31 	 0.4058 	 0.3590 	 0.226	0.509	0.108	0.032 	 0.838	0.696	0.306	0.673
32 	 0.4064 	 0.3546 	 0.208	0.514	0.090	0.025 	 0.917	0.718	0.298	0.830
33 	 0.3747 	 0.3610 	 0.205	0.523	0.086	0.021 	 0.957	0.737	0.337	0.616
34 	 0.3456 	 0.3968 	 0.224	0.542	0.109	0.028 	 0.951	0.743	0.352	0.595
35 	 0.3397 	 0.4013 	 0.241	0.542	0.111	0.022 	 0.918	0.731	0.281	0.600
36 	 0.3814 	 0.4274 	 0.257	0.540	0.135	0.037 	 0.865	0.719	0.403	0.302
37 	 0.3708 	 0.4449 	 0.245	0.480	0.140	0.012 	 0.885	0.577	0.512	0.182
38 	 0.3778 	 0.4333 	 0.240	0.542	0.128	0.017 	 0.934	0.719	0.472	0.441
39 	 0.3413 	 0.3984 	 0.248	0.525	0.144	0.005 	 0.884	0.647	0.499	0.480
40 	 0.3672 	 0.3943 	 0.227	0.531	0.132	0.004 	 0.913	0.731	0.537	0.172
41 	 0.4752 	 0.4603 	 0.202	0.498	0.089	0.005 	 0.907	0.772	0.430	0.107
42 	 0.4485 	 0.4239 	 0.214	0.499	0.113	0.042 	 0.899	0.810	0.482	0.375
43 	 0.3724 	 0.4703 	 0.201	0.510	0.094	0.025 	 0.928	0.840	0.396	0.488
44 	 0.3647 	 0.4047 	 0.221	0.534	0.107	0.024 	 0.894	0.811	0.388	0.495
45 	 0.3834 	 0.3663 	 0.252	0.545	0.133	0.025 	 0.875	0.761	0.400	0.519
46 	 0.3176 	 0.4233 	 0.236	0.564	0.137	0.014 	 0.930	0.750	0.408	0.600
47 	 0.3308 	 0.4262 	 0.241	0.574	0.140	0.016 	 0.927	0.771	0.404	0.573
48 	 0.4521 	 0.5379 	 0.198	0.502	0.091	0.012 	 0.946	0.789	0.352	0.430
49 	 0.4165 	 0.5187 	 0.210	0.513	0.100	0.019 	 0.937	0.795	0.325	0.400
50 	 0.3602 	 0.4605 	 0.201	0.536	0.122	0.014 	 0.932	0.749	0.426	0.421
51 	 0.3389 	 0.4518 	 0.198	0.542	0.124	0.019 	 0.942	0.733	0.505	0.508
52 	 0.3230 	 0.4606 	 0.202	0.543	0.117	0.024 	 0.944	0.739	0.499	0.501
53 	 0.3057 	 0.4598 	 0.211	0.541	0.123	0.029 	 0.934	0.734	0.485	0.592
54 	 0.3318 	 0.4435 	 0.225	0.546	0.135	0.039 	 0.915	0.732	0.509	0.559
55 	 0.2929 	 0.4489 	 0.221	0.548	0.129	0.025 	 0.933	0.738	0.485	0.479
56 	 0.2974 	 0.4474 	 0.228	0.541	0.131	0.025 	 0.921	0.731	0.476	0.389
57 	 0.3040 	 0.4594 	 0.242	0.551	0.136	0.037 	 0.895	0.751	0.486	0.389
58 	 0.3021 	 0.4581 	 0.242	0.546	0.145	0.031 	 0.895	0.737	0.482	0.400
59 	 0.2866 	 0.4318 	 0.246	0.548	0.151	0.026 	 0.885	0.722	0.482	0.347
60 	 0.3013 	 0.4343 	 0.231	0.530	0.134	0.026 	 0.907	0.697	0.426	0.600
61 	 0.2751 	 0.4447 	 0.239	0.558	0.134	0.038 	 0.904	0.756	0.425	0.561
62 	 0.4913 	 0.4718 	 0.232	0.547	0.129	0.020 	 0.907	0.762	0.509	0.412
63 	 0.3191 	 0.4362 	 0.231	0.522	0.144	0.010 	 0.895	0.710	0.551	0.402
64 	 0.3031 	 0.3974 	 0.233	0.535	0.144	0.013 	 0.893	0.698	0.574	0.396
65 	 0.3071 	 0.3922 	 0.230	0.538	0.141	0.005 	 0.901	0.705	0.599	0.194
66 	 0.3294 	 0.6354 	 0.256	0.208	0.196	0.000 	 0.816	0.158	0.645	0.000
67 	 0.3427 	 0.5941 	 0.223	0.225	0.156	0.000 	 0.927	0.172	0.702	0.000
68 	 0.3678 	 0.3546 	 0.205	0.509	0.120	0.015 	 0.950	0.600	0.593	0.777
69 	 0.3218 	 0.3451 	 0.209	0.503	0.109	0.026 	 0.925	0.697	0.480	0.842
70 	 0.3613 	 0.4317 	 0.212	0.529	0.103	0.045 	 0.903	0.787	0.396	0.524
71 	 0.2924 	 0.4550 	 0.211	0.528	0.101	0.030 	 0.888	0.777	0.416	0.345
72 	 0.3048 	 0.4513 	 0.217	0.521	0.116	0.012 	 0.882	0.736	0.441	0.400
73 	 0.3553 	 0.4442 	 0.225	0.510	0.119	0.011 	 0.879	0.730	0.453	0.345
74 	 0.3010 	 0.4237 	 0.223	0.512	0.118	0.010 	 0.903	0.723	0.473	0.347
75 	 0.3312 	 0.4145 	 0.219	0.518	0.117	0.010 	 0.903	0.723	0.522	0.307
76 	 0.3039 	 0.4070 	 0.217	0.520	0.125	0.011 	 0.915	0.727	0.539	0.347
77 	 0.3175 	 0.4347 	 0.218	0.521	0.130	0.011 	 0.916	0.736	0.515	0.347
78 	 0.2840 	 0.4403 	 0.227	0.515	0.138	0.021 	 0.928	0.751	0.541	0.424
79 	 0.4215 	 0.3659 	 0.219	0.512	0.127	0.038 	 0.941	0.713	0.623	0.405
80 	 0.2912 	 0.3494 	 0.223	0.490	0.132	0.075 	 0.928	0.650	0.677	0.309
81 	 0.2638 	 0.3595 	 0.234	0.508	0.129	0.095 	 0.902	0.702	0.615	0.265
82 	 0.3461 	 0.3482 	 0.215	0.505	0.117	0.046 	 0.936	0.745	0.576	0.458
83 	 0.3691 	 0.4102 	 0.211	0.502	0.122	0.030 	 0.936	0.744	0.500	0.576
84 	 0.3082 	 0.4066 	 0.235	0.479	0.146	0.026 	 0.838	0.641	0.451	0.420
85 	 0.3354 	 0.4080 	 0.237	0.481	0.151	0.013 	 0.819	0.636	0.465	0.347
86 	 0.2836 	 0.4407 	 0.221	0.496	0.133	0.002 	 0.856	0.669	0.544	0.147
87 	 0.3153 	 0.4517 	 0.212	0.523	0.124	0.002 	 0.902	0.708	0.584	0.173
88 	 0.2889 	 0.4394 	 0.209	0.538	0.126	0.018 	 0.926	0.704	0.564	0.326
